News,True_Sentiment,Predicted_Sentiment,Confidence
"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority .",neutral,neutral,0.9089828133583069
The turbines are expected to be launched by the end of 2012 .,neutral,neutral,0.8503480553627014
The value of the order is about EUR 30mn .,neutral,neutral,0.942497968673706
The value of the order is around EUR 100 million .,neutral,neutral,0.9130368232727051
The value of the order is EUR 2.5 mn .,neutral,neutral,0.9401518106460571
The value of the order is EUR 4mn .,neutral,neutral,0.9405108094215393
"The value of the order is EUR 700,000 .",neutral,neutral,0.9320376515388489
The value of the order is nearly EUR400m .,neutral,neutral,0.8921297788619995
The value of the order is USD 2.2 mn .,neutral,neutral,0.9277179837226868
The value of the order is USD 2.3 mn .,neutral,neutral,0.9267586469650269
The value of the orders is about EUR 25mn .,neutral,neutral,0.9427947998046875
The value of the orders is about EUR 70mn .,neutral,neutral,0.9421167969703674
The value of the orders is over EUR 10mn .,neutral,neutral,0.9167275428771973
The value of the orders is over EUR 25mn .,neutral,neutral,0.9138511419296265
The value of the total investment is about EUR 600mn .,neutral,neutral,0.9460743069648743
The webcast may be followed online on the company website at www.ruukki.com/investors .,neutral,neutral,0.9540519714355469
"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans .",neutral,neutral,0.9363345503807068
The volume of investments in the two phases of the project is estimated at USD 300mn ( EUR 215.03 mn ) .,neutral,neutral,0.8812379240989685
Their names have not yet been released .,neutral,neutral,0.6433494687080383
"There will be return flights from Stuttgart every morning , as well as evening departures on Thursdays , Fridays and Sundays .",neutral,neutral,0.9341947436332703
"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics , '' EBRD informed .",neutral,neutral,0.9396201968193054
"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics .",neutral,neutral,0.9452791810035706
"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction .",neutral,neutral,0.8581560850143433
"They can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy .",neutral,neutral,0.9322173595428467
They will be sunk to a depth of some 360-380 metres and fixed to the bottom mud by vacuum .,neutral,neutral,0.9403079152107239
This amount will not be included in the pensionable salary .,neutral,neutral,0.9463809132575989
This corrensponds to 4.628 percent of Okmetic 's share capital and voting rights .,neutral,neutral,0.8911074995994568
This corresponds to 6.81 percent of Okmetic 's share capital and voting rights .,neutral,neutral,0.939568042755127
This includes a EUR 39.5 mn change in the fair value of investment properties .,neutral,neutral,0.7483539581298828
"Through the Nordic Exchange , OMX offers access to approximately 80 percent of the Nordic and Baltic securities market .",neutral,neutral,0.8605220913887024
"Tiimari 's registered share capital is 16,474,755 shares as per today .",neutral,neutral,0.9527841806411743
"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. .",neutral,neutral,0.9463876485824585
"treatment products in Usa , Canada , Mexico , Australia and Brazil Today , Global Research & Data Services is going to publish several market analyses about the markets for water treatment products in some selected countries .",neutral,neutral,0.9327846765518188
"Tyrvaan Sanomat , published twice a week by Tyrvaan Sanomat Oy , appears in Sastamala and Kiikoinen .",neutral,neutral,0.8937711715698242
"U.S.-based T Corp. is in talks with Scandinavian telecoms company TeliaSonera to sell its stake in Uzbek cellular operator Coscom , an executive at Coscom told Interfax .",neutral,neutral,0.8779199123382568
"Under the deal , Know IT will pay SEK90m ( USD12 .8 m-EUR8 .6 m ) in cash and stock .",neutral,neutral,0.9045615196228027
Union and company officials did not return calls yesterday .,neutral,negative,0.7472517490386963
"Upon establishment , the plan is directed to approximately 20 persons .",neutral,neutral,0.9486721754074097
Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg .,neutral,neutral,0.7901838421821594
"Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",neutral,neutral,0.941245973110199
"Vaisala 's Present Weather Detector measures visibility up to 20 km , as well as precipitation type and intensity .",neutral,neutral,0.9461180567741394
"Water Treatment Products In Australia Today , Global Research & Data Services is going to publish a market analysis about the market for chemical water treatment products in Australia .",neutral,neutral,0.9422177672386169
What we think ?,neutral,neutral,0.9266663193702698
"When the product is manufactured in Finland , it is also packed in the country .",neutral,neutral,0.943648636341095
Why not give your bedroom a cool makeover for summer .,neutral,neutral,0.9083539843559265
"With five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing .",neutral,neutral,0.9312528967857361
"With the U.S. Federal Government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline .",neutral,neutral,0.8651972413063049
"With this , the company will exit the contract manufacturing service segment .",neutral,neutral,0.7177698016166687
"Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate .",neutral,neutral,0.911969780921936
"YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London .",neutral,neutral,0.9516749382019043
- Cash flow from operating activities before investments was EUR 0.8 -1.2 million .,neutral,neutral,0.8957015872001648
- Cash flow from operating activities before investments was EUR 7.6 million EUR 2.5 million .,neutral,neutral,0.9258105158805847
- Profit before taxes was EUR 105.9 82.7 million .,neutral,neutral,0.9256082773208618
"- The Group -¦ s cumulative sales during the review period were EUR 48.2 million EUR 53.1 million , 1-9/2007 and profit before taxes was EUR 1.2 1.4 million .",neutral,neutral,0.9287413358688354
"- The Group -¦ s profit before taxes was EUR 0,2 7,8 million .",neutral,neutral,0.9303958415985107
"- The Group -¦ s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million .",neutral,neutral,0.9209417700767517
The company continued the development of a fully human antibody in its VAP-1 antibody program .,neutral,neutral,0.5676153898239136
The profit after taxes was EUR 57.7 11.1 million .,neutral,neutral,0.9333921670913696
`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .,neutral,neutral,0.8923112154006958
"`` Over the years , the color orange has become synonymous with quality .",neutral,neutral,0.8281248211860657
